row_id,area__rucc,area__urban_influence,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,demo__pct_female,demo__pct_below_18_years_of_age,demo__pct_aged_65_years_and_older,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_adults_bachelors_or_higher,demo__birth_rate_per_1k,demo__death_rate_per_1k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_low_birthweight,health__pct_excessive_drinking,health__pct_physical_inacticity,health__air_pollution_particulate_matter,health__homicides_per_100k,health__motor_vehicle_crash_deaths_per_100k,health__pop_per_dentist,health__pop_per_primary_care_physician,econ__economic_typology_Farm-dependent,econ__economic_typology_Federal/State government-dependent,econ__economic_typology_Manufacturing-dependent,econ__economic_typology_Mining-dependent,econ__economic_typology_Nonspecialized,econ__economic_typology_Recreation,yr_a,yr_b
531,8,11,0.528,0.057,0.106,0.075,0.495,0.21,0.223,0.013000000000000001,0.017,0.965,0.006999999999999999,0.009000000000000001,0.09452736318407963,0.3472636815920398,0.345273631840796,0.2129353233830846,14.0,18.0,0.312,0.2085503194033949,0.102,0.07951169440625765,1530.0,0.273,11.0,1530.0,1530.0,1530.0,13100.11566601,1,0,0,0,0,0,0,1
533,8,9,0.53,0.033,0.264,0.14,0.40399999999999997,0.171,0.201,0.047,0.032,0.861,0.027999999999999997,0.005,0.115234375,0.3955078125,0.27832031249999994,0.2109375,10.0,13.0,0.331,0.20199999999999999,0.127,0.081,2240.0,0.364,10.0,2240.0,2240.0,2240.0,9997.297979803529,1,0,0,0,0,0,0,1
535,6,8,0.32299999999999995,0.11900000000000001,0.373,0.127,0.502,0.305,0.128,0.9390000000000001,0.013000000000000001,0.06,0.008,0.0,0.40505050505050505,0.26565656565656565,0.2404040404040404,0.08888888888888888,17.0,8.0,0.28600000000000003,0.0907935305324548,0.095,0.08900000000000001,6179.0,0.278,9.0,6179.0,6179.0,6179.0,3940.0,0,0,0,0,1,0,0,1
536,1,1,0.515,0.044000000000000004,0.23,0.086,0.527,0.21899999999999997,0.11,0.133,0.379,0.41700000000000004,0.012,0.051,0.12219959266802445,0.175152749490835,0.2464358452138493,0.4562118126272913,15.0,6.0,0.294,0.133,0.09,0.083,1459.0,0.20199999999999999,12.0,1459.0,1459.0,1459.0,799.0,0,0,1,0,0,0,0,1
538,8,9,0.313,0.11199999999999999,0.223,0.079,0.49,0.16899999999999998,0.257,0.026000000000000002,0.095,0.861,0.006999999999999999,0.009000000000000001,0.18255578093306288,0.4219066937119675,0.31135902636916835,0.08417849898580122,8.0,15.0,0.32,0.342,0.141,0.08800000000000001,1699.0,0.22699999999999998,12.0,1699.0,1699.0,1699.0,5759.0,0,0,0,0,0,1,0,1
539,5,5,0.564,0.039,0.096,0.038,0.5,0.179,0.156,0.016,0.006,0.938,0.004,0.018000000000000002,0.0741106719367589,0.3171936758893281,0.2509881422924901,0.3577075098814229,9.0,8.0,0.233,0.142,0.068,0.063,2289.0,0.17800000000000002,11.0,2289.0,2289.0,2289.0,870.0,0,0,0,0,1,0,1,0
540,7,6,0.391,0.09699999999999999,0.258,0.08,0.511,0.235,0.152,0.0,0.0,0.972,0.0,0.006,0.2620481927710844,0.42469879518072295,0.21084337349397592,0.10240963855421688,12.0,9.0,0.35100000000000003,0.33899999999999997,0.141,0.099,4650.0,0.374,13.0,4650.0,4650.0,4650.0,4620.0,1,0,0,0,0,0,0,1
546,5,4,0.36700000000000005,0.084,0.201,0.04,0.522,0.214,0.183,0.009000000000000001,0.01,0.971,0.0,0.0,0.16145307769929365,0.4722502522704339,0.2643794147325933,0.10191725529767913,10.0,12.0,0.379,0.33799999999999997,0.113,0.106,3869.0,0.39399999999999996,13.0,3869.0,3869.0,3869.0,1689.0,0,0,0,0,1,0,1,0
548,8,9,0.506,0.057999999999999996,0.23,0.11,0.509,0.243,0.207,0.01,0.0,0.977,0.006999999999999999,0.009000000000000001,0.08743718592964822,0.4633165829145728,0.31356783919597986,0.135678391959799,12.0,13.0,0.325,0.115,0.11900000000000001,0.077,3209.0,0.27899999999999997,10.0,3209.0,3209.0,3209.0,5429.901298245814,1,0,0,0,0,0,0,1
553,8,11,0.365,0.048,0.332,0.146,0.408,0.209,0.133,0.126,0.14300000000000002,0.696,0.013999999999999999,0.001,0.23837784371909,0.37289812067260136,0.26904055390702275,0.11968348170128584,7.0,5.0,0.363,0.165,0.128,0.08,3431.44278943805,0.299,12.0,3431.44278943805,3431.44278943805,3431.44278943805,8800.0,0,1,0,0,0,0,1,0
554,0,0,0.496,0.067,0.395,0.134,0.507,0.209,0.153,0.6609999999999999,0.17300000000000001,0.14400000000000002,0.004,0.02,0.20525783619817997,0.28311425682507585,0.2477249747219413,0.2639029322548028,12.0,8.0,0.21100000000000002,0.109,0.092,0.08800000000000001,1750.0,0.213,11.0,1750.0,1750.0,1750.0,1279.0,0,0,0,0,1,0,1,0
557,0,0,0.51,0.068,0.233,0.084,0.516,0.235,0.121,0.075,0.28300000000000003,0.563,0.004,0.043,0.11634904714142427,0.28585757271815443,0.3239719157472417,0.2738214643931796,14.0,9.0,0.285,0.19699999999999998,0.10300000000000001,0.09699999999999999,1549.0,0.249,12.0,1549.0,1549.0,1549.0,1220.0,0,0,0,0,1,0,0,1
559,5,3,0.474,0.040999999999999995,0.125,0.044000000000000004,0.495,0.272,0.111,0.038,0.175,0.74,0.009000000000000001,0.012,0.06673306772908368,0.3097609561752988,0.3037848605577689,0.3197211155378486,11.0,6.0,0.294,0.23754250697174295,0.10300000000000001,0.071,2070.0,0.247,12.0,2070.0,2070.0,2070.0,4080.0,0,1,0,0,0,0,1,0
563,4,7,0.465,0.032,0.264,0.113,0.516,0.249,0.153,0.066,0.075,0.7140000000000001,0.08,0.015,0.13691683569979718,0.4006085192697769,0.27687626774847873,0.18559837728194725,14.0,13.0,0.355,0.23199999999999998,0.129,0.106,1609.0,0.32299999999999995,10.0,1609.0,1609.0,1609.0,1710.0,0,0,0,1,0,0,1,0
565,5,5,0.41,0.073,0.22399999999999998,0.052000000000000005,0.503,0.214,0.174,0.005,0.005,0.976,0.006,0.0,0.12916246215943492,0.42381432896064575,0.2714429868819374,0.17558022199798182,11.0,12.0,0.34299999999999997,0.233,0.138,0.081,2670.0,0.313,13.0,2670.0,2670.0,2670.0,2649.0,0,0,1,0,0,0,0,1
568,3,4,0.47200000000000003,0.052000000000000005,0.17600000000000002,0.07,0.484,0.14800000000000002,0.1,0.049,0.005,0.823,0.006999999999999999,0.079,0.05110220440881763,0.16633266533066132,0.2905811623246493,0.4919839679358717,9.0,6.0,0.276,0.1,0.075,0.05,3810.0,0.205,11.0,3810.0,3810.0,3810.0,1359.0,0,1,0,0,0,0,0,1
569,7,6,0.488,0.062,0.257,0.064,0.489,0.195,0.212,0.006,0.001,0.968,0.0,0.001,0.11717171717171718,0.5292929292929294,0.20505050505050507,0.14848484848484847,9.0,13.0,0.308,0.256,0.11699999999999999,0.07200000000000001,1429.0,0.382,13.0,1429.0,1429.0,1429.0,1750.0,0,0,1,0,0,0,0,1
570,8,7,0.447,0.051,0.258,0.062,0.46799999999999997,0.19,0.17800000000000002,0.004,0.015,0.9670000000000001,0.0,0.008,0.1834496510468594,0.4336989032901296,0.24626121635094714,0.1365902293120638,9.0,10.0,0.358,0.284,0.126,0.095,3431.44278943805,0.37799999999999995,13.0,3431.44278943805,3431.44278943805,3431.44278943805,4079.0,0,0,0,1,0,0,0,1
572,2,1,0.465,0.07400000000000001,0.223,0.07200000000000001,0.49200000000000005,0.22,0.142,0.02,0.07,0.8740000000000001,0.008,0.013000000000000001,0.1312127236580517,0.3260437375745527,0.31709741550695825,0.22564612326043734,12.0,10.0,0.322,0.24,0.08800000000000001,0.083,2060.0,0.28800000000000003,14.0,2060.0,2060.0,2060.0,1100.0,0,0,0,0,1,0,0,1
573,6,8,0.408,0.048,0.39,0.21,0.51,0.235,0.22399999999999998,0.27,0.005,0.713,0.006999999999999999,0.005,0.21399594320486812,0.3762677484787018,0.2454361054766734,0.1643002028397566,10.0,15.0,0.285,0.21600000000000003,0.105,0.07,4639.0,0.272,10.0,4639.0,4639.0,4639.0,1729.0,1,0,0,0,0,0,0,1
576,5,5,0.495,0.047,0.172,0.04,0.508,0.251,0.184,0.013000000000000001,0.011000000000000001,0.976,0.004,0.01,0.16125860373647988,0.3657817109144543,0.3176007866273353,0.1553588987217306,12.0,12.0,0.317,0.10139951595255063,0.10400000000000001,0.07400000000000001,7429.0,0.285,13.0,7429.0,7429.0,7429.0,2979.0,0,0,1,0,0,0,1,0
579,6,10,0.65,0.064,0.092,0.038,0.483,0.212,0.121,0.092,0.07200000000000001,0.8079999999999999,0.008,0.012,0.04863221884498481,0.2522796352583587,0.25937183383991896,0.4397163120567376,12.0,7.0,0.24,0.141,0.071,0.051,1290.0,0.207,10.0,1290.0,1290.0,1290.0,2020.0,0,0,0,0,0,1,0,1
580,6,10,0.452,0.08,0.301,0.11800000000000001,0.507,0.257,0.166,0.061,0.083,0.637,0.16699999999999998,0.008,0.1944167497507477,0.4147557328015952,0.2562313060817547,0.13459621136590227,14.0,13.0,0.35200000000000004,0.22699999999999998,0.121,0.084,3670.0,0.36200000000000004,11.0,3670.0,3670.0,3670.0,2069.0,0,0,0,0,1,0,1,0
584,5,5,0.541,0.055999999999999994,0.222,0.122,0.501,0.247,0.184,0.066,0.006,0.907,0.003,0.006,0.10979228486646886,0.4411473788328388,0.2987141444114738,0.1503461918892186,12.0,10.0,0.35,0.22399999999999998,0.109,0.07400000000000001,3530.0,0.294,13.0,3530.0,3530.0,3530.0,2460.0,0,0,1,0,0,0,0,1
587,1,1,0.499,0.062,0.161,0.031,0.506,0.222,0.172,0.122,0.096,0.737,0.013999999999999999,0.02,0.12044534412955465,0.3127530364372469,0.3451417004048583,0.2216599190283401,12.0,10.0,0.272,0.183,0.109,0.084,1790.0,0.272,11.0,1790.0,1790.0,1790.0,1860.0,0,0,0,0,1,0,1,0
592,0,0,0.514,0.068,0.131,0.040999999999999995,0.525,0.235,0.136,0.053,0.098,0.7979999999999999,0.0,0.025,0.0802407221664995,0.3390170511534604,0.28585757271815443,0.2948846539618856,11.0,9.0,0.29,0.191,0.102,0.068,2320.0,0.254,11.0,2320.0,2320.0,2320.0,1820.0,0,0,0,0,1,0,1,0
593,4,7,0.45799999999999996,0.043,0.308,0.099,0.475,0.324,0.09,0.588,0.038,0.34,0.017,0.02,0.3646353646353646,0.2567432567432567,0.2637362637362637,0.11488511488511488,19.0,6.0,0.326,0.113,0.086,0.062,3340.0,0.281,12.0,3340.0,3340.0,3340.0,2609.0,0,0,1,0,0,0,1,0
594,6,7,0.48100000000000004,0.066,0.16,0.032,0.501,0.21899999999999997,0.20199999999999999,0.013999999999999999,0.005,0.98,0.0,0.01,0.08442211055276383,0.3778894472361808,0.33969849246231154,0.1979899497487437,10.0,11.0,0.281,0.27699999999999997,0.09699999999999999,0.059000000000000004,4769.0,0.312,11.0,4769.0,4769.0,4769.0,2710.0,0,0,0,0,1,0,0,1
595,3,4,0.413,0.098,0.225,0.077,0.523,0.221,0.172,0.026000000000000002,0.5329999999999999,0.392,0.042,0.005,0.23853211009174316,0.35575942915392456,0.28542303771661576,0.1202854230377166,11.0,13.0,0.39299999999999996,0.218,0.17,0.124,3950.0,0.341,12.0,3950.0,3950.0,3950.0,1799.0,0,0,0,0,1,0,0,1
596,8,9,0.49,0.044000000000000004,0.237,0.128,0.504,0.256,0.182,0.055,0.005,0.852,0.063,0.006999999999999999,0.09499489274770176,0.3932584269662922,0.31154239019407565,0.20020429009193055,15.0,7.0,0.319,0.14383070776837978,0.115,0.048,3740.0,0.374,10.0,3740.0,3740.0,3740.0,3769.0,0,0,0,1,0,0,1,0
597,1,1,0.537,0.049,0.13,0.051,0.513,0.217,0.124,0.052000000000000005,0.018000000000000002,0.9,0.004,0.02,0.06112224448897796,0.3156312625250501,0.31162324649298595,0.31162324649298595,11.0,8.0,0.295,0.153,0.1,0.071,3380.0,0.272,13.0,3380.0,3380.0,3380.0,1499.0,0,0,1,0,0,0,0,1
598,3,4,0.46799999999999997,0.086,0.209,0.059000000000000004,0.535,0.212,0.184,0.021,0.47700000000000004,0.456,0.012,0.011000000000000001,0.2106318956870612,0.2868605817452357,0.3279839518555667,0.17452357071213642,13.0,15.0,0.32799999999999996,0.24600000000000002,0.128,0.121,1110.0,0.324,13.0,1110.0,1110.0,1110.0,1039.0,0,0,0,0,1,0,0,1
599,3,4,0.546,0.037000000000000005,0.221,0.122,0.486,0.203,0.136,0.125,0.004,0.789,0.064,0.006999999999999999,0.055776892430278883,0.19322709163346613,0.3157370517928287,0.4352589641434263,11.0,7.0,0.17300000000000001,0.182,0.057,0.084,1209.0,0.129,11.0,1209.0,1209.0,1209.0,970.0,0,0,0,0,0,1,1,0
601,7,6,0.419,0.065,0.22899999999999998,0.069,0.505,0.188,0.228,0.02,0.055999999999999994,0.902,0.0,0.0,0.21350546176762664,0.35650446871896724,0.3098311817279047,0.1201588877855015,7.0,13.0,0.292,0.20199999999999999,0.11699999999999999,0.09699999999999999,6120.0,0.242,13.0,6120.0,6120.0,6120.0,4610.0,0,0,1,0,0,0,1,0
602,8,11,0.429,0.073,0.182,0.086,0.48700000000000004,0.204,0.21100000000000002,0.022000000000000002,0.008,0.8079999999999999,0.14300000000000002,0.003,0.1326021934197408,0.4037886340977069,0.3220338983050848,0.1415752741774676,11.0,11.0,0.315,0.18899999999999997,0.115,0.085,1820.0,0.24600000000000002,11.0,1820.0,1820.0,1820.0,2299.0,0,0,0,0,0,1,1,0
604,6,10,0.556,0.039,0.21,0.096,0.49700000000000005,0.209,0.217,0.077,0.0,0.894,0.003,0.015,0.0781563126252505,0.31462925851703405,0.3987975951903808,0.20841683366733466,10.0,8.0,0.27399999999999997,0.18899999999999997,0.102,0.079,4380.0,0.275,13.0,4380.0,4380.0,4380.0,1749.0,0,0,0,0,1,0,1,0
607,7,6,0.597,0.033,0.268,0.204,0.502,0.24100000000000002,0.162,0.34299999999999997,0.005,0.618,0.018000000000000002,0.003,0.21110009910802774,0.315163528245788,0.23885034687809714,0.23488602576808726,15.0,10.0,0.289,0.17188387035852992,0.106,0.05876455166276376,3431.44278943805,0.284,10.0,3431.44278943805,3431.44278943805,3431.44278943805,1058.3767829246476,0,0,0,1,0,0,0,1
608,3,2,0.49700000000000005,0.043,0.12,0.059000000000000004,0.503,0.223,0.205,0.012,0.0,0.97,0.006,0.006999999999999999,0.06057494866529774,0.3131416837782341,0.39117043121149897,0.2351129363449692,11.0,10.0,0.266,0.172,0.09699999999999999,0.055999999999999994,1310.0,0.215,12.0,1310.0,1310.0,1310.0,1009.0,0,0,0,0,0,1,1,0
612,1,1,0.46399999999999997,0.054000000000000006,0.26,0.087,0.504,0.249,0.16399999999999998,0.106,0.059000000000000004,0.8079999999999999,0.011000000000000001,0.008,0.20080726538849647,0.35116044399596363,0.3027245206861756,0.14530776992936426,11.0,10.0,0.306,0.235,0.11,0.081,3750.0,0.29,12.0,3750.0,3750.0,3750.0,2219.0,0,0,1,0,0,0,1,0
618,5,3,0.491,0.055999999999999994,0.128,0.046,0.478,0.191,0.165,0.006,0.03,0.941,0.002,0.015,0.1305668016194332,0.4716599190283401,0.22064777327935226,0.17712550607287447,10.0,11.0,0.317,0.349,0.10300000000000001,0.091,2519.0,0.303,14.0,2519.0,2519.0,2519.0,2239.0,0,0,0,1,0,0,1,0
621,2,1,0.40299999999999997,0.068,0.23,0.07400000000000001,0.512,0.22899999999999998,0.168,0.027000000000000003,0.044000000000000004,0.9229999999999999,0.001,0.003,0.17131474103585656,0.4302788844621514,0.29581673306772904,0.10258964143426294,11.0,12.0,0.318,0.26899999999999996,0.11900000000000001,0.065,4819.0,0.35,14.0,4819.0,4819.0,4819.0,14310.0,0,0,0,0,1,0,0,1
629,3,4,0.42,0.09699999999999999,0.22,0.08800000000000001,0.509,0.19899999999999998,0.218,0.048,0.011000000000000001,0.8959999999999999,0.023,0.01,0.1134538152610442,0.32028112449799195,0.4126506024096385,0.1536144578313253,10.0,13.0,0.319,0.244,0.126,0.076,1749.0,0.21100000000000002,8.0,1749.0,1749.0,1749.0,1600.0,0,0,0,0,1,0,0,1
631,6,10,0.42,0.085,0.18899999999999997,0.084,0.52,0.243,0.192,0.009000000000000001,0.0,0.9690000000000001,0.0,0.0,0.12624254473161034,0.4980119284294234,0.23161033797216699,0.1441351888667992,14.0,16.0,0.35700000000000004,0.256,0.115,0.062,6310.0,0.345,10.0,6310.0,6310.0,6310.0,1569.0,0,0,0,0,1,0,0,1
634,5,3,0.467,0.042,0.276,0.127,0.509,0.247,0.17600000000000002,0.07400000000000001,0.025,0.778,0.08199999999999999,0.005,0.152834008097166,0.43218623481781376,0.2651821862348178,0.14979757085020245,15.0,12.0,0.32899999999999996,0.251,0.125,0.071,3410.0,0.335,10.0,3410.0,3410.0,3410.0,2720.0,0,0,0,1,0,0,1,0
635,5,2,0.5429999999999999,0.05,0.107,0.064,0.502,0.248,0.165,0.054000000000000006,0.005,0.92,0.001,0.015,0.08476286579212916,0.3794147325933401,0.3592330978809283,0.1765893037336024,11.0,9.0,0.309,0.128,0.067,0.049,1349.0,0.192,13.0,1349.0,1349.0,1349.0,1130.0,0,0,1,0,0,0,0,1
637,2,1,0.505,0.04,0.218,0.085,0.503,0.26899999999999996,0.121,0.07400000000000001,0.004,0.857,0.035,0.013999999999999999,0.08993157380254152,0.26392961876832843,0.38123167155425214,0.2649071358748778,15.0,8.0,0.29100000000000004,0.17,0.10300000000000001,0.08199999999999999,1119.0,0.19699999999999998,10.0,1119.0,1119.0,1119.0,1440.0,0,1,0,0,0,0,1,0
639,5,5,0.444,0.068,0.272,0.099,0.518,0.22699999999999998,0.16,0.027000000000000003,0.389,0.562,0.012,0.0,0.16432865731462926,0.3887775551102205,0.3076152304609218,0.13927855711422846,12.0,14.0,0.36700000000000005,0.25,0.159,0.11699999999999999,4280.0,0.32,13.0,4280.0,4280.0,4280.0,1929.0,0,0,0,0,1,0,0,1
640,7,6,0.36,0.099,0.257,0.069,0.503,0.204,0.19899999999999998,0.002,0.0,0.983,0.006999999999999999,0.011000000000000001,0.1970588235294118,0.4823529411764706,0.1970588235294118,0.12352941176470587,10.0,13.0,0.337,0.233,0.14400000000000002,0.094,4929.0,0.34700000000000003,13.0,4929.0,4929.0,4929.0,2890.0,0,0,0,0,1,0,0,1
642,6,8,0.506,0.032,0.38,0.184,0.48,0.294,0.127,0.62,0.011000000000000001,0.36,0.009000000000000001,0.0,0.3225806451612904,0.3020527859237537,0.21994134897360704,0.155425219941349,16.0,7.0,0.307,0.23721860871244138,0.091,0.07,9959.0,0.25,9.0,9959.0,9959.0,9959.0,5090.0,1,0,0,0,0,0,1,0
643,5,2,0.363,0.085,0.247,0.039,0.526,0.27899999999999997,0.158,0.017,0.617,0.34700000000000003,0.009000000000000001,0.013999999999999999,0.2391304347826087,0.31225296442687744,0.3221343873517787,0.12648221343873514,15.0,13.0,0.4,0.24600000000000002,0.163,0.12300000000000001,2910.0,0.36200000000000004,12.0,2910.0,2910.0,2910.0,2959.0,0,0,0,0,1,0,1,0
644,8,7,0.45399999999999996,0.071,0.133,0.052000000000000005,0.499,0.175,0.221,0.006,0.0,0.9690000000000001,0.004,0.009000000000000001,0.15399802566633766,0.4264560710760119,0.25271470878578484,0.16683119447186578,9.0,8.0,0.268,0.249,0.10400000000000001,0.087,3099.0,0.25,11.0,3099.0,3099.0,3099.0,3110.0,0,1,0,0,0,0,1,0
646,8,9,0.5670000000000001,0.047,0.201,0.11900000000000001,0.511,0.23199999999999998,0.201,0.077,0.0,0.871,0.027000000000000003,0.006,0.11925708699902247,0.3704789833822093,0.2913000977517107,0.2189638318670577,13.0,13.0,0.33,0.203,0.13,0.051,1390.0,0.33799999999999997,10.0,1390.0,1390.0,1390.0,819.0,0,0,0,1,0,0,1,0
647,7,6,0.513,0.027000000000000003,0.126,0.076,0.49200000000000005,0.23600000000000002,0.20199999999999999,0.017,0.009000000000000001,0.9590000000000001,0.0,0.0,0.11507936507936507,0.3551587301587301,0.3442460317460317,0.18551587301587305,10.0,14.0,0.306,0.133,0.10400000000000001,0.062,1830.0,0.321,11.0,1830.0,1830.0,1830.0,1810.0,1,0,0,0,0,0,1,0
652,6,8,0.58,0.03,0.34700000000000003,0.207,0.49200000000000005,0.297,0.147,0.439,0.011000000000000001,0.5529999999999999,0.023,0.006,0.24431256181998026,0.29080118694362017,0.265084075173096,0.1998021760633037,13.0,9.0,0.276,0.3043933040493579,0.096,0.066,5579.0,0.29,11.0,5579.0,5579.0,5579.0,2779.0,1,0,0,0,0,0,0,1
656,2,1,0.435,0.069,0.249,0.055,0.502,0.24,0.14,0.025,0.244,0.7040000000000001,0.0,0.005,0.14554455445544556,0.3851485148514852,0.3257425742574257,0.14356435643564355,14.0,9.0,0.33799999999999997,0.327,0.11699999999999999,0.111,3210.0,0.327,11.0,3210.0,3210.0,3210.0,4369.0,0,0,0,0,1,0,0,1
657,5,5,0.415,0.07200000000000001,0.262,0.094,0.511,0.24100000000000002,0.18,0.022000000000000002,0.002,0.9520000000000001,0.003,0.004,0.22497522299306247,0.4103072348860258,0.2457879088206145,0.11892963330029735,13.0,12.0,0.355,0.23800000000000002,0.126,0.087,2350.0,0.319,10.0,2350.0,2350.0,2350.0,3110.0,1,0,0,0,0,0,0,1
661,2,1,0.415,0.069,0.3,0.11900000000000001,0.529,0.185,0.306,0.109,0.098,0.767,0.002,0.02,0.12031558185404337,0.3027613412228797,0.3136094674556213,0.26331360946745563,9.0,14.0,0.22699999999999998,0.198,0.11599999999999999,0.076,1630.0,0.242,11.0,1630.0,1630.0,1630.0,1510.0,0,0,0,0,0,1,1,0
662,8,9,0.5589999999999999,0.027999999999999997,0.16899999999999998,0.078,0.489,0.223,0.21,0.031,0.005,0.9640000000000001,0.006,0.003,0.08517034068136273,0.3817635270541082,0.3176352705410821,0.2154308617234469,14.0,12.0,0.322,0.09699999999999999,0.086,0.05,2529.0,0.292,12.0,2529.0,2529.0,2529.0,2610.0,1,0,0,0,0,0,1,0
663,0,0,0.522,0.045,0.193,0.05,0.506,0.22,0.11699999999999999,0.087,0.027999999999999997,0.725,0.02,0.096,0.07886754297269971,0.2406471183013145,0.3700707785642063,0.3104145601617796,13.0,7.0,0.285,0.15,0.09,0.059000000000000004,1569.0,0.18,11.0,1569.0,1569.0,1569.0,1899.0,0,0,1,0,0,0,1,0
667,6,8,0.433,0.067,0.135,0.044000000000000004,0.5,0.221,0.168,0.022000000000000002,0.005,0.95,0.0,0.008,0.11437246963562755,0.388663967611336,0.2965587044534413,0.20040485829959515,11.0,10.0,0.304,0.21100000000000002,0.121,0.075,3699.0,0.22899999999999998,13.0,3699.0,3699.0,3699.0,2539.0,0,0,0,0,0,1,1,0
669,5,5,0.33799999999999997,0.08199999999999999,0.218,0.062,0.517,0.223,0.195,0.012,0.06,0.905,0.005,0.005,0.20763956904995104,0.43584720861900106,0.2370225269343781,0.11949069539666995,10.0,13.0,0.363,0.253,0.145,0.079,2170.0,0.34,13.0,2170.0,2170.0,2170.0,2379.0,0,0,1,0,0,0,1,0
676,2,1,0.512,0.039,0.14800000000000002,0.066,0.531,0.207,0.156,0.059000000000000004,0.099,0.778,0.009000000000000001,0.038,0.09362549800796813,0.18426294820717126,0.2091633466135458,0.5129482071713147,11.0,8.0,0.257,0.122,0.10099999999999999,0.066,1130.0,0.19699999999999998,13.0,1130.0,1130.0,1130.0,729.0,0,1,0,0,0,0,1,0
677,3,2,0.465,0.076,0.32799999999999996,0.122,0.499,0.257,0.158,0.397,0.109,0.452,0.017,0.015,0.22178217821782176,0.3495049504950495,0.2732673267326733,0.15544554455445544,15.0,10.0,0.313,0.243,0.113,0.086,3040.0,0.251,9.0,3040.0,3040.0,3040.0,3320.0,0,0,0,0,1,0,1,0
681,1,1,0.522,0.033,0.127,0.054000000000000006,0.496,0.247,0.166,0.024,0.005,0.965,0.003,0.008,0.06993006993006995,0.3266733266733267,0.3596403596403597,0.24375624375624375,10.0,10.0,0.311,0.19,0.08199999999999999,0.055,3019.0,0.27399999999999997,10.0,3019.0,3019.0,3019.0,3469.0,0,0,0,0,1,0,0,1
682,7,5,0.335,0.031,0.313,0.168,0.321,0.14300000000000002,0.15,0.546,0.016,0.428,0.0,0.0,0.3661971830985916,0.3018108651911469,0.21529175050301813,0.11670020120724348,6.0,7.0,0.307,0.19016163317335322,0.09699999999999999,0.068,4039.0,0.27399999999999997,10.0,4039.0,4039.0,4039.0,2203.6452777195955,1,0,0,0,0,0,1,0
683,1,1,0.462,0.06,0.19399999999999998,0.037000000000000005,0.528,0.23,0.136,0.034,0.551,0.37200000000000005,0.0,0.026000000000000002,0.14867617107942974,0.2576374745417515,0.2718940936863544,0.3217922606924644,14.0,10.0,0.348,0.19699999999999998,0.13699999999999998,0.11800000000000001,1540.0,0.281,13.0,1540.0,1540.0,1540.0,1100.0,0,1,0,0,0,0,1,0
686,6,7,0.536,0.04,0.18100000000000002,0.078,0.498,0.21100000000000002,0.182,0.05,0.01,0.914,0.012,0.004,0.05666003976143141,0.2693836978131213,0.3807157057654076,0.2932405566600397,11.0,11.0,0.243,0.177,0.068,0.077,1100.0,0.201,10.0,1100.0,1100.0,1100.0,1229.0,0,0,0,0,1,0,1,0
688,1,1,0.46,0.06,0.172,0.040999999999999995,0.509,0.256,0.135,0.035,0.175,0.758,0.006999999999999999,0.005,0.12337011033099295,0.3370110330992979,0.3149448345035105,0.2246740220661986,12.0,10.0,0.305,0.226,0.11699999999999999,0.098,3729.0,0.29100000000000004,13.0,3729.0,3729.0,3729.0,2629.0,0,0,0,0,1,0,0,1
694,8,11,0.46399999999999997,0.031,0.14800000000000002,0.083,0.524,0.185,0.248,0.004,0.0,0.9620000000000001,0.003,0.002,0.041543026706231466,0.3541048466864491,0.3590504451038576,0.24530168150346196,9.0,13.0,0.33799999999999997,0.115,0.105,0.14278426212205625,2339.0,0.281,10.0,2339.0,2339.0,2339.0,280.0,1,0,0,0,0,0,0,1
695,0,0,0.45,0.069,0.207,0.05,0.474,0.21100000000000002,0.10300000000000001,0.084,0.41700000000000004,0.442,0.0,0.042,0.13313313313313313,0.2702702702702703,0.34034034034034033,0.25625625625625625,15.0,8.0,0.348,0.268,0.09,0.11,1329.0,0.239,12.0,1329.0,1329.0,1329.0,1179.0,0,1,0,0,0,0,1,0
696,2,1,0.579,0.032,0.092,0.039,0.495,0.21899999999999997,0.17600000000000002,0.016,0.011000000000000001,0.971,0.0,0.003,0.04878048780487805,0.33739837398373984,0.32418699186991873,0.2896341463414634,11.0,9.0,0.303,0.13699999999999998,0.1,0.069,1749.0,0.22699999999999998,11.0,1749.0,1749.0,1749.0,1630.0,0,0,0,0,1,0,1,0
698,0,0,0.535,0.057,0.233,0.11599999999999999,0.514,0.222,0.124,0.174,0.105,0.6709999999999999,0.005,0.04,0.06779661016949153,0.2472582253240279,0.3339980059820538,0.35094715852442665,10.0,7.0,0.243,0.18899999999999997,0.11199999999999999,0.084,1969.0,0.212,11.0,1969.0,1969.0,1969.0,1320.0,0,0,0,0,1,0,0,1
